marker,minimum_calls,analysis_role,country,site,time_group,n_calls,mean_year_ce,publication,h_U,h_H,h_T,h_HV,h_J,h_C,h_D,h_W,h_A,h_I,h_R,h_Other,h_F,h_K,h_N,h_G,h_M,p_U,p_H,p_T,p_HV,p_J,p_C,p_D,p_W,p_A,p_I,p_R,p_Other,p_F,p_K,p_N,p_G,p_M,h_Q,h_Basal/unresolved,h_E,h_L,p_Q,p_Basal/unresolved,p_E,p_L
mtDNA,1,archival-scope context,Kazakhstan,SITE0070,B1 3500-2501 BCE,1,-3071.0,STUDY012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0070,B2 2500-1801 BCE,2,-2237.0,STUDY012,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0071,B3 1800-901 BCE,1,-1489.0,STUDY004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0073,B5 200 BCE-300 CE,1,2.0,STUDY004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0074,B4 900-201 BCE,1,-603.0,STUDY004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0075,B8 1001-1500 CE,1,1100.0,STUDY004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0076,B4 900-201 BCE,2,-473.0,STUDY007|STUDY009,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0077,B4 900-201 BCE,1,-271.0,STUDY004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0078,B3 1800-901 BCE,7,-1569.142857142857,STUDY012,0.6546536707079771,0.0,0.3779644730092272,0.0,0.3779644730092272,0.0,0.0,0.3779644730092272,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0079,B4 900-201 BCE,1,-400.0,STUDY007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0080,B3 1800-901 BCE,1,-1765.0,STUDY012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0081,B4 900-201 BCE,2,-338.0,STUDY007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0082,B4 900-201 BCE,1,-650.0,STUDY007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0083,B4 900-201 BCE,1,-274.0,STUDY004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0084,B4 900-201 BCE,1,-599.0,STUDY004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0085,B3 1800-901 BCE,3,-1381.0,STUDY012,0.816496580927726,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0086,B4 900-201 BCE,1,-600.0,STUDY004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0087,B7 651-1000 CE,1,793.0,STUDY003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0088,B2 2500-1801 BCE,1,-2235.0,STUDY003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0088,B4 900-201 BCE,1,-354.0,STUDY003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0089,B2 2500-1801 BCE,1,-2088.0,STUDY003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0090,B1 3500-2501 BCE,1,-2530.0,STUDY005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0091,B3 1800-901 BCE,1,-1612.0,STUDY012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0092,B7 651-1000 CE,2,887.0,STUDY004,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0093,B3 1800-901 BCE,1,-1200.0,STUDY012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0094,B4 900-201 BCE,4,-627.75,STUDY004|STUDY007|STUDY009,0.7071067811865476,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0095,B3 1800-901 BCE,2,-1383.0,STUDY012,0.0,0.7071067811865476,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0096,B2 2500-1801 BCE,1,-1974.0,STUDY002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0097,B3 1800-901 BCE,1,-1044.0,STUDY012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0097,B4 900-201 BCE,1,-866.0,STUDY012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0098,B4 900-201 BCE,1,-526.0,STUDY001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0099,B4 900-201 BCE,2,-306.0,STUDY004,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0099,B5 200 BCE-300 CE,2,-159.5,STUDY004,0.7071067811865476,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0100,B2 2500-1801 BCE,1,-2018.0,STUDY012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0100,B3 1800-901 BCE,7,-1123.5714285714287,STUDY012,0.6546536707079771,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.3779644730092272,0.3779644730092272,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kazakhstan,SITE0100,B4 900-201 BCE,1,-750.0,STUDY015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0101,B4 900-201 BCE,2,-476.5,STUDY007,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0101,B5 200 BCE-300 CE,3,250.0,STUDY007,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0101,B6 301-650 CE,2,338.0,STUDY007,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0102,B2 2500-1801 BCE,2,-2061.0,STUDY012,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0105,B4 900-201 BCE,2,-497.5,STUDY007,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0105,B5 200 BCE-300 CE,1,-100.0,STUDY007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0105,B7 651-1000 CE,1,821.0,STUDY007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0106,B5 200 BCE-300 CE,2,232.5,STUDY004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0107,B5 200 BCE-300 CE,3,186.33333333333334,STUDY004,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0107,B6 301-650 CE,2,338.5,STUDY004,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0108,B8 1001-1500 CE,3,1323.0,STUDY014,0.0,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0109,B4 900-201 BCE,1,-252.0,STUDY007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0110,B4 900-201 BCE,1,-201.0,STUDY007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0111,B4 900-201 BCE,1,-456.0,STUDY007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0112,B5 200 BCE-300 CE,1,148.0,STUDY004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0112,B6 301-650 CE,10,433.8,STUDY004,0.31622776601683794,0.5477225575051661,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.31622776601683794,0.4472135954999579,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0113,B5 200 BCE-300 CE,3,-141.33333333333334,STUDY004,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0114,B6 301-650 CE,1,489.0,STUDY004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0114,B8 1001-1500 CE,4,1174.0,STUDY004,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0115,B4 900-201 BCE,5,-312.0,STUDY004,0.6324555320336759,0.6324555320336759,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0115,B5 200 BCE-300 CE,2,-69.5,STUDY004,0.0,0.0,0.0,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0115,B6 301-650 CE,2,417.0,STUDY004,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,
mtDNA,1,archival-scope context,Kyrgyzstan,SITE0116,B5 200 BCE-300 CE,1,-93.0,STUDY004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Tajikistan,SITE0117,B3 1800-901 BCE,3,-1517.3333333333333,STUDY012,0.5773502691896257,0.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Tajikistan,SITE0119,B5 200 BCE-300 CE,5,-59.0,STUDY012,0.7745966692414834,0.4472135954999579,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Tajikistan,SITE0120,B1 3500-2501 BCE,1,-3500.0,STUDY012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Turkmenistan,SITE0121,B1 3500-2501 BCE,24,-3087.2083333333335,STUDY005|STUDY012,0.3535533905932738,0.3535533905932738,0.28867513459481287,0.408248290463863,0.5,0.0,0.0,0.0,0.0,0.45643546458763845,0.2041241452319315,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.20833333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Turkmenistan,SITE0122,B2 2500-1801 BCE,44,-2070.5,STUDY012,0.3988620176087328,0.26111648393354675,0.337099931231621,0.45226701686664544,0.30151134457776363,0.0,0.0,0.3988620176087328,0.0,0.15075567228888181,0.30151134457776363,0.0,0.0,0.0,0.26111648393354675,0.0,0.15075567228888181,0.1590909090909091,0.06818181818181818,0.11363636363636363,0.20454545454545456,0.09090909090909091,0.0,0.0,0.1590909090909091,0.0,0.022727272727272728,0.09090909090909091,0.0,0.0,0.0,0.06818181818181818,0.0,0.022727272727272728,,,,,,,,
mtDNA,1,archival-scope context,Turkmenistan,SITE0122,B3 1800-901 BCE,1,-1800.0,STUDY012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
mtDNA,1,archival-scope context,Turkmenistan,SITE0123,B1 3500-2501 BCE,1,-3223.0,STUDY005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
