marker,analysis_type,scenario_draws,observed_mean_adjacent_tv,scenario_median,scenario_interval_low,scenario_interval_high,shared_individual_date_scenarios_across_markers,is_calibrated_date_posterior,interpretation
mtDNA,chronological_bin_assignment_scenario_sensitivity,5000,0.4253428518716699,0.4216761539580759,0.37815203136621917,0.47230927288086827,True,False,Assumption-based boundary sensitivity; not a calibrated-date posterior interval
Y,chronological_bin_assignment_scenario_sensitivity,5000,0.436854186118892,0.393974812147081,0.34627113747545807,0.4530197704081632,True,False,Assumption-based boundary sensitivity; not a calibrated-date posterior interval
