subset,y_encoding,y_marker_column,n_individuals,n_sites,bootstrap_replicates,mt_mean_adjacent_tv,y_mean_adjacent_tv,delta_y_minus_mt,bootstrap_median_delta,delta_ci_low,delta_ci_high,bootstrap_two_sided_sign_tail_probability,bootstrap_sign_tail_interpretation
Molecular males with both calls; shared country-locality cluster bootstrap across periods and markers,broad_L1,y_l1_pooled,216,98,50000,0.5174041838957805,0.4110232982081721,-0.10638088568760834,-0.13202954452954455,-0.26729147530224207,0.002023866241241607,0.05332,Bootstrap sign-stability diagnostic; not a null-hypothesis p-value
