project_record_id,country,site_key,analysis_bin,study_key,molecular_sex,mt_category,y_category,y_prefix_category,mt_called,y_called,strict_qc,population_outlier,direct_date,date_bp,date_sd_bp,kin_representative_mt,kin_representative_y,latitude_0_1deg,longitude_0_1deg
CAU000206,Kazakhstan,SITE0011,B5 200 BCE-300 CE,STUDY006,U,,,,False,False,True,False,False,1650,115,False,False,49.3,86.4
CAU000207,Kazakhstan,SITE0011,B5 200 BCE-300 CE,STUDY006,U,,,,False,False,True,False,False,1650,115,False,False,49.3,86.4
CAU000208,Kazakhstan,SITE0011,B5 200 BCE-300 CE,STUDY006,U,,,,False,False,True,False,False,1650,115,False,False,49.3,86.4
CAU000209,Kazakhstan,SITE0011,B5 200 BCE-300 CE,STUDY006,U,,,,False,False,True,False,False,1650,115,False,False,49.3,86.4
CAU000210,Kazakhstan,SITE0011,B5 200 BCE-300 CE,STUDY006,U,,,,False,False,True,False,False,1650,115,False,False,49.3,86.4
CAU000211,Kazakhstan,SITE0056,B5 200 BCE-300 CE,STUDY007,F,T,,,True,False,True,False,False,1650,115,True,False,41.4,68.8
CAU000212,Kazakhstan,SITE0056,B5 200 BCE-300 CE,STUDY007,M,W,J,J2a,True,True,True,False,False,1650,115,True,True,41.4,68.8
CAU000213,Kazakhstan,SITE0056,B6 301-650 CE,STUDY007,M,I,E,E1b,True,True,True,False,True,1641,37,True,True,41.4,68.8
CAU000214,Kazakhstan,SITE0011,B6 301-650 CE,STUDY007,M,A,R,R1a,True,True,True,False,True,1630,42,True,True,49.3,86.4
CAU000215,Kazakhstan,SITE0011,B6 301-650 CE,STUDY007,F,F,,,True,False,True,False,True,1629,42,True,False,49.3,86.4
CAU000216,Kazakhstan,SITE0011,B6 301-650 CE,STUDY007,M,A,Q,Q1a,True,True,True,False,True,1627,42,True,True,49.3,86.4
CAU000217,Kazakhstan,SITE0008,B6 301-650 CE,STUDY004,M,H,R,R1a,True,True,False,False,True,1627,43,True,True,43.1,68.2
CAU000218,Kazakhstan,SITE0056,B6 301-650 CE,STUDY007,M,U,L,Other,True,True,True,True,True,1622,43,True,True,41.4,68.8
CAU000219,Kazakhstan,SITE0005,B6 301-650 CE,STUDY004,M,D,Q,Other,True,True,True,True,True,1616,64,True,True,42.7,80.1
CAU000220,Kazakhstan,SITE0011,B6 301-650 CE,STUDY007,M,W,Q,Q1a,True,True,True,False,True,1615,47,True,True,49.3,86.4
CAU000221,Kazakhstan,SITE0055,B6 301-650 CE,STUDY004,F,D,,,True,False,True,False,False,1600,87,True,False,52.0,77.2
CAU000222,Kazakhstan,SITE0026,B6 301-650 CE,STUDY004,M,D,N,Other,True,True,True,False,True,1596,61,True,True,52.6,76.8
CAU000223,Kazakhstan,SITE0054,B6 301-650 CE,STUDY004,F,H,,,True,False,True,False,True,1588,56,True,False,42.8,68.3
CAU000224,Kazakhstan,SITE0059,B6 301-650 CE,STUDY007,M,D,R,R1a,True,True,True,False,True,1552,26,True,True,50.5,57.1
CAU000225,Kazakhstan,SITE0031,B6 301-650 CE,STUDY004,M,C,R,R1a,True,True,False,False,True,1508,58,True,True,52.8,62.9
CAU000226,Kazakhstan,SITE0019,B6 301-650 CE,STUDY004,M,A,Other,Other,True,True,True,False,False,1350,173,True,True,43.1,68.2
CAU000227,Kazakhstan,SITE0029,B7 651-1000 CE,STUDY004,M,A,R,R1b,True,True,True,False,True,1259,49,True,True,52.6,76.7
CAU000228,Kazakhstan,SITE0039,B7 651-1000 CE,STUDY007,M,C,R,R1a,True,True,True,False,False,1250,58,True,True,49.2,84.5
CAU000229,Kazakhstan,SITE0032,B7 651-1000 CE,STUDY004,M,HV,J,J2a,True,True,True,False,True,1245,42,True,True,43.4,77.4
CAU000230,Kazakhstan,SITE0010,B7 651-1000 CE,STUDY004,M,A,R,R1a,True,True,True,False,True,1231,47,True,True,43.1,68.2
CAU000231,Kazakhstan,SITE0087,B7 651-1000 CE,STUDY003,F,D,,,True,False,True,False,True,1157,53,True,False,52.4,76.8
CAU000232,Kazakhstan,SITE0092,B7 651-1000 CE,STUDY004,M,D,R,R1b,True,True,True,False,True,1126,72,True,True,43.1,68.2
CAU000233,Kazakhstan,SITE0039,B7 651-1000 CE,STUDY007,M,T,J,J2a,True,True,True,False,True,1109,37,True,True,49.2,84.5
CAU000234,Kazakhstan,SITE0049,B7 651-1000 CE,STUDY007,M,D,C,C2a,True,True,True,False,False,1050,115,True,True,45.6,80.2
CAU000235,Kazakhstan,SITE0019,B7 651-1000 CE,STUDY004,M,G,J,J2a,True,True,True,False,False,1025,72,True,False,43.1,68.2
CAU000236,Kazakhstan,SITE0019,B7 651-1000 CE,STUDY004,M,A,J,J2a,True,True,False,False,True,1017,30,False,True,43.1,68.2
CAU000237,Kazakhstan,SITE0019,B7 651-1000 CE,STUDY004,F,J,,,True,False,True,False,False,1000,87,True,False,43.1,68.2
CAU000238,Kazakhstan,SITE0019,B7 651-1000 CE,STUDY004,M,A,J,J2a,True,True,True,False,False,1000,87,True,True,43.1,68.2
CAU000239,Kazakhstan,SITE0092,B7 651-1000 CE,STUDY004,M,Other,R,R1a,True,True,True,False,False,1000,202,True,True,43.1,68.2
CAU000240,Kazakhstan,SITE0007,B7 651-1000 CE,STUDY004,M,F,R,R1a,True,True,False,False,True,991,44,True,True,43.4,77.5
CAU000241,Kazakhstan,SITE0019,B8 1001-1500 CE,STUDY004,M,F,J,J2a,True,True,True,False,True,883,45,True,True,43.1,68.2
CAU000242,Kazakhstan,SITE0075,B8 1001-1500 CE,STUDY004,M,D,Other,Other,True,True,True,False,False,850,58,True,True,49.0,73.6
CAU000243,Kazakhstan,SITE0066,B8 1001-1500 CE,STUDY004,M,F,C,C2a,True,True,True,False,True,840,47,True,True,52.7,62.6
CAU000244,Kazakhstan,SITE0034,B8 1001-1500 CE,STUDY004,F,D,,,True,False,True,False,True,692,18,True,False,43.5,77.8
CAU000245,Kazakhstan,SITE0044,B8 1001-1500 CE,STUDY004,M,D,C,C2a,True,True,True,False,False,550,115,True,True,43.1,68.2
CAU000246,Kazakhstan,SITE0044,B8 1001-1500 CE,STUDY004,M,I,R,R1a,True,True,True,False,False,550,115,True,True,43.1,68.2
CAU000247,Kyrgyzstan,SITE0102,B2 2500-1801 BCE,STUDY012,M,R,Q,Q1b,True,True,True,False,True,4079,54,True,True,41.4,75.9
CAU000248,Kyrgyzstan,SITE0102,B2 2500-1801 BCE,STUDY012,M,HV,J,J2a,True,True,True,False,True,3943,42,True,True,41.4,75.9
CAU000249,Kyrgyzstan,SITE0105,B4 900-201 BCE,STUDY007,F,,,,False,False,True,False,True,2539,103,False,False,42.5,78.4
CAU000250,Kyrgyzstan,SITE0105,B4 900-201 BCE,STUDY007,F,U,,,True,False,True,False,True,2522,105,True,False,42.5,78.4
CAU000251,Kyrgyzstan,SITE0101,B4 900-201 BCE,STUDY007,F,U,,,True,False,True,False,True,2507,104,True,False,41.4,71.5
CAU000252,Kyrgyzstan,SITE0111,B4 900-201 BCE,STUDY007,F,U,,,True,False,True,False,True,2406,51,True,False,42.2,75.5
CAU000253,Kyrgyzstan,SITE0105,B4 900-201 BCE,STUDY007,F,H,,,True,False,True,False,True,2373,35,True,False,42.5,78.4
CAU000254,Kyrgyzstan,SITE0115,B4 900-201 BCE,STUDY004,F,U,,,True,False,True,False,True,2372,58,True,False,41.4,75.3
CAU000255,Kyrgyzstan,SITE0101,B4 900-201 BCE,STUDY007,F,D,,,True,False,True,True,True,2346,17,True,False,41.4,71.5
CAU000256,Kyrgyzstan,SITE0115,B4 900-201 BCE,STUDY004,F,U,,,True,False,True,False,False,2300,173,True,False,41.4,75.3
CAU000257,Kyrgyzstan,SITE0115,B4 900-201 BCE,STUDY004,M,H,R,R1a,True,True,True,False,True,2229,58,True,True,41.4,75.3
CAU000258,Kyrgyzstan,SITE0115,B4 900-201 BCE,STUDY004,M,T,R,R1a,True,True,True,False,True,2209,69,True,True,41.4,75.3
CAU000259,Kyrgyzstan,SITE0109,B4 900-201 BCE,STUDY007,M,A,J,J2a,True,True,True,False,True,2202,73,True,True,42.2,75.5
CAU000260,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,F,,,,False,False,True,False,False,2200,87,False,False,,
CAU000261,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,M,,R,R1a,False,True,True,False,False,2200,87,False,True,,
CAU000262,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,F,,,,False,False,True,False,False,2200,87,False,False,,
CAU000263,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,F,,,,False,False,True,False,False,2200,87,False,False,,
CAU000264,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,F,,,,False,False,True,False,False,2200,87,False,False,,
CAU000265,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,M,,R,R1a,False,True,True,False,False,2200,87,False,True,,
CAU000266,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,F,,,,False,False,True,False,False,2200,87,False,False,,
CAU000267,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,M,,R,R1a,False,True,True,False,False,2200,87,False,True,,
CAU000268,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,F,,,,False,False,True,False,False,2200,87,False,False,,
CAU000269,Kyrgyzstan,SITE0103,B4 900-201 BCE,STUDY013,F,,,,False,False,True,False,False,2200,87,False,False,,
CAU000270,Kyrgyzstan,SITE0115,B4 900-201 BCE,STUDY004,M,H,R,R1a,True,True,True,False,False,2200,202,True,True,41.4,75.3
CAU000271,Kyrgyzstan,SITE0110,B4 900-201 BCE,STUDY007,M,G,R,R1a,True,True,False,False,False,2151,115,True,True,42.2,75.5
CAU000272,Kyrgyzstan,SITE0113,B5 200 BCE-300 CE,STUDY004,M,D,J,J2a,True,True,False,False,True,2149,86,True,False,41.5,75.8
CAU000273,Kyrgyzstan,SITE0113,B5 200 BCE-300 CE,STUDY004,M,D,J,J2a,True,True,True,False,True,2065,57,False,True,41.5,75.8
CAU000274,Kyrgyzstan,SITE0115,B5 200 BCE-300 CE,STUDY004,M,C,Q,Q1b,True,True,True,False,True,2063,73,True,True,41.4,75.3
CAU000275,Kyrgyzstan,SITE0113,B5 200 BCE-300 CE,STUDY004,M,W,J,J2a,True,True,True,False,True,2060,57,True,True,41.5,75.8
CAU000276,Kyrgyzstan,SITE0105,B5 200 BCE-300 CE,STUDY007,F,U,,,True,False,True,False,False,2050,115,True,False,42.5,78.4
CAU000277,Kyrgyzstan,SITE0116,B5 200 BCE-300 CE,STUDY004,M,HV,R,R1a,True,True,True,False,True,2043,55,True,True,43.1,68.2
CAU000278,Kyrgyzstan,SITE0115,B5 200 BCE-300 CE,STUDY004,M,HV,R,R1a,True,True,True,False,True,1976,49,False,False,41.4,75.3
CAU000279,Kyrgyzstan,SITE0112,B5 200 BCE-300 CE,STUDY004,F,C,,,True,False,True,True,True,1802,56,True,False,41.5,75.8
CAU000280,Kyrgyzstan,SITE0107,B5 200 BCE-300 CE,STUDY004,F,J,,,True,False,True,True,True,1802,58,True,False,42.2,77.4
CAU000281,Kyrgyzstan,SITE0106,B5 200 BCE-300 CE,STUDY004,F,K,,,True,False,True,False,True,1779,57,True,False,41.6,75.0
CAU000282,Kyrgyzstan,SITE0107,B5 200 BCE-300 CE,STUDY004,F,F,,,True,False,True,False,False,1750,87,True,False,42.2,77.4
CAU000283,Kyrgyzstan,SITE0107,B5 200 BCE-300 CE,STUDY004,M,F,Q,Q1a,True,True,True,False,True,1739,49,False,True,42.2,77.4
CAU000284,Kyrgyzstan,SITE0101,B5 200 BCE-300 CE,STUDY007,M,,R,R1a,False,True,False,False,True,1719,44,False,True,41.4,71.5
CAU000285,Kyrgyzstan,SITE0101,B5 200 BCE-300 CE,STUDY007,M,U,Q,Q1b,True,True,True,False,False,1700,87,True,True,41.4,71.5
CAU000286,Kyrgyzstan,SITE0101,B5 200 BCE-300 CE,STUDY007,M,D,E,E1b,True,True,True,False,False,1700,87,True,True,41.4,71.5
CAU000287,Kyrgyzstan,SITE0101,B5 200 BCE-300 CE,STUDY007,F,F,,,True,False,True,False,False,1700,87,True,False,41.4,71.5
CAU000288,Kyrgyzstan,SITE0106,B5 200 BCE-300 CE,STUDY004,M,,L,Other,False,True,True,True,True,1666,57,False,True,41.6,75.0
CAU000289,Kyrgyzstan,SITE0107,B5 200 BCE-300 CE,STUDY004,M,,R,R1a,False,True,True,False,True,1664,38,False,True,42.2,77.4
CAU000290,Kyrgyzstan,SITE0106,B5 200 BCE-300 CE,STUDY004,M,A,R,R1b,True,True,True,True,True,1656,59,True,True,41.6,75.0
CAU000291,Kyrgyzstan,SITE0101,B6 301-650 CE,STUDY007,M,U,Q,Q1a,True,True,True,True,True,1632,42,True,True,41.4,71.5
CAU000292,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,F,A,,,True,False,True,False,True,1627,46,True,False,41.5,75.8
CAU000293,Kyrgyzstan,SITE0101,B6 301-650 CE,STUDY007,M,,Basal/unresolved,Basal/unresolved,False,True,True,True,True,1621,45,False,True,41.4,71.5
CAU000294,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,M,G,Q,Q1b,True,True,True,False,True,1618,57,True,True,41.5,75.8
CAU000295,Kyrgyzstan,SITE0107,B6 301-650 CE,STUDY004,M,C,R,R1a,True,True,True,False,True,1615,57,True,True,42.2,77.4
CAU000296,Kyrgyzstan,SITE0107,B6 301-650 CE,STUDY004,M,D,Q,Q1b,True,True,True,False,True,1608,50,True,True,42.2,77.4
CAU000297,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,F,A,,,True,False,True,False,True,1600,65,True,False,41.5,75.8
CAU000298,Kyrgyzstan,SITE0115,B6 301-650 CE,STUDY004,M,C,Q,Q1a,True,True,False,False,True,1594,50,True,True,41.4,75.3
CAU000299,Kyrgyzstan,SITE0101,B6 301-650 CE,STUDY007,M,H,R,R1a,True,True,True,False,True,1592,45,True,True,41.4,71.5
CAU000300,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,F,M,,,True,False,True,False,True,1575,67,True,False,41.5,75.8
CAU000301,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,F,U,,,True,False,True,False,True,1509,57,True,False,41.5,75.8
CAU000302,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,M,N,E,E1b,True,True,True,False,True,1494,58,True,True,41.5,75.8
CAU000303,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,M,H,Q,Q1a,True,True,True,False,True,1492,61,True,True,41.5,75.8
CAU000304,Kyrgyzstan,SITE0115,B6 301-650 CE,STUDY004,M,G,R,R1a,True,True,True,False,True,1472,41,True,True,41.4,75.3
CAU000305,Kyrgyzstan,SITE0114,B6 301-650 CE,STUDY004,M,C,Q,Q1a,True,True,True,False,True,1461,46,True,True,42.1,77.0
CAU000306,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,M,H,R,R1a,True,True,True,False,True,1458,46,False,True,41.5,75.8
CAU000307,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,F,H,,,True,False,True,False,True,1435,48,True,False,41.5,75.8
CAU000308,Kyrgyzstan,SITE0112,B6 301-650 CE,STUDY004,F,M,,,True,False,True,False,True,1354,28,True,False,41.5,75.8
CAU000309,Kyrgyzstan,SITE0105,B7 651-1000 CE,STUDY007,M,F,J,J2a,True,True,False,True,True,1129,40,True,True,42.5,78.4
CAU000310,Kyrgyzstan,SITE0114,B8 1001-1500 CE,STUDY004,F,F,,,True,False,True,False,True,851,39,True,False,42.1,77.0
CAU000311,Kyrgyzstan,SITE0114,B8 1001-1500 CE,STUDY004,F,G,,,True,False,True,False,True,761,48,True,False,42.1,77.0
CAU000312,Kyrgyzstan,SITE0114,B8 1001-1500 CE,STUDY004,F,C,,,True,False,True,False,True,757,58,True,False,42.1,77.0
CAU000313,Kyrgyzstan,SITE0114,B8 1001-1500 CE,STUDY004,M,C,C,C2a,True,True,False,True,True,735,37,True,True,42.1,77.0
CAU000314,Kyrgyzstan,SITE0108,B8 1001-1500 CE,STUDY014,U,,,,False,False,False,False,False,675,43,False,False,42.8,74.7
CAU000315,Kyrgyzstan,SITE0108,B8 1001-1500 CE,STUDY014,F,Other,,,True,False,True,False,True,657,25,True,False,42.8,74.7
CAU000316,Kyrgyzstan,SITE0108,B8 1001-1500 CE,STUDY014,U,,,,False,False,False,False,True,652,29,False,False,42.8,74.7
CAU000317,Kyrgyzstan,SITE0104,B8 1001-1500 CE,STUDY014,M,,,,False,False,True,False,False,650,29,False,False,42.7,75.2
CAU000318,Kyrgyzstan,SITE0104,B8 1001-1500 CE,STUDY014,F,,,,False,False,True,False,False,650,29,False,False,42.7,75.2
CAU000319,Kyrgyzstan,SITE0108,B8 1001-1500 CE,STUDY014,F,HV,,,True,False,True,False,False,612,1,True,False,42.8,74.7
CAU000320,Kyrgyzstan,SITE0108,B8 1001-1500 CE,STUDY014,M,T,Q,Q1b,True,True,True,False,False,612,1,True,True,42.8,74.7
CAU000321,Tajikistan,SITE0120,B1 3500-2501 BCE,STUDY012,F,W,,,True,False,True,False,False,5450,115,True,False,39.5,67.5
CAU000322,Tajikistan,SITE0118,B2 2500-1801 BCE,STUDY012,M,,E,Other,False,True,True,False,False,4450,289,False,True,37.5,69.4
CAU000323,Tajikistan,SITE0117,B3 1800-901 BCE,STUDY012,F,T,,,True,False,True,False,True,3504,35,True,False,39.4,68.0
CAU000324,Tajikistan,SITE0117,B3 1800-901 BCE,STUDY012,F,U,,,True,False,True,False,False,3475,72,True,False,39.4,68.0
CAU000325,Tajikistan,SITE0117,B3 1800-901 BCE,STUDY012,F,T,,,True,False,False,False,True,3423,21,True,False,39.4,68.0
CAU000326,Tajikistan,SITE0119,B5 200 BCE-300 CE,STUDY012,M,U,Other,Other,True,True,True,False,False,2051,57,False,False,37.4,68.2
CAU000327,Tajikistan,SITE0119,B5 200 BCE-300 CE,STUDY012,M,U,R,Other,True,True,True,False,True,2036,37,True,True,37.4,68.2
CAU000328,Tajikistan,SITE0119,B5 200 BCE-300 CE,STUDY012,M,J,,,True,False,True,False,False,2000,87,True,False,37.4,68.2
CAU000329,Tajikistan,SITE0119,B5 200 BCE-300 CE,STUDY012,M,U,Other,Other,True,True,True,False,False,2000,87,True,True,37.4,68.2
CAU000330,Tajikistan,SITE0119,B5 200 BCE-300 CE,STUDY012,M,H,R,R1a,True,True,True,False,True,1958,29,True,True,37.4,68.2
CAU000331,Turkmenistan,SITE0127,B1 3500-2501 BCE,STUDY012,M,H,R,R2,True,True,False,False,False,5450,289,True,True,37.9,58.2
CAU000332,Turkmenistan,SITE0127,B1 3500-2501 BCE,STUDY012,F,U,,,True,False,True,False,False,5450,289,True,False,37.9,58.2
CAU000333,Turkmenistan,SITE0127,B1 3500-2501 BCE,STUDY012,M,W,R,R2,True,True,True,False,False,5450,289,True,True,37.9,58.2
CAU000334,Turkmenistan,SITE0124,B1 3500-2501 BCE,STUDY001,F,HV,,,True,False,True,False,False,5450,115,True,False,38.3,56.2
CAU000335,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY005,M,J,J,J2a,True,True,False,False,True,5174,86,True,True,37.2,61.0
CAU000336,Turkmenistan,SITE0123,B1 3500-2501 BCE,STUDY005,F,U,,,True,False,True,False,True,5173,86,True,False,37.6,59.3
CAU000337,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,I,,,True,False,False,False,True,5163,78,True,False,37.2,61.0
CAU000338,Turkmenistan,SITE0123,B1 3500-2501 BCE,STUDY005,M,,J,J2a,False,True,True,False,True,5160,102,False,True,37.6,59.3
CAU000339,Turkmenistan,SITE0126,B1 3500-2501 BCE,STUDY005,F,W,,,True,False,True,True,False,5150,115,True,False,38.7,61.7
CAU000340,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,M,HV,J,J1a,True,True,True,False,False,5150,115,True,True,37.2,61.0
CAU000341,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,R,,,True,False,True,False,False,5100,202,True,False,37.2,61.0
CAU000342,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,HV,,,True,False,True,False,False,5050,173,True,False,37.2,61.0
CAU000343,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,I,,,True,False,True,False,False,5050,173,True,False,37.2,61.0
CAU000344,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,HV,,,True,False,True,False,False,5050,173,True,False,37.2,61.0
CAU000345,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,M,I,J,J2a,True,True,True,False,False,5050,173,True,True,37.2,61.0
CAU000346,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,J,,,True,False,True,False,False,5050,173,True,False,37.2,61.0
CAU000347,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,M,T,J,J1a,True,True,True,False,False,5050,173,True,True,37.2,61.0
CAU000348,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,J,,,True,False,False,False,False,5050,173,True,False,37.2,61.0
CAU000349,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,M,J,R,R2,True,True,False,False,False,5050,173,True,True,37.2,61.0
CAU000350,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,M,,J,Other,False,True,False,False,False,5050,173,False,True,37.2,61.0
CAU000351,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,I,,,True,False,False,False,False,5050,173,True,False,37.2,61.0
CAU000352,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,M,U,Other,Other,True,True,False,False,False,5050,173,True,True,37.2,61.0
CAU000353,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,I,,,True,False,False,False,False,5050,173,True,False,37.2,61.0
CAU000354,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,H,,,True,False,False,False,False,5050,173,False,False,37.2,61.0
CAU000355,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,,,,False,False,False,False,False,5050,173,False,False,37.2,61.0
CAU000356,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,HV,,,True,False,True,False,False,5025,130,True,False,37.2,61.0
CAU000357,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,M,H,J,Other,True,True,False,False,False,5025,130,False,False,37.2,61.0
CAU000358,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,M,U,J,J1a,True,True,False,False,False,5025,130,True,True,37.2,61.0
CAU000359,Turkmenistan,SITE0124,B1 3500-2501 BCE,STUDY012,F,HV,,,True,False,True,False,True,5021,87,True,False,38.3,56.2
CAU000360,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,U,,,True,False,False,False,True,5013,94,False,False,37.2,61.0
CAU000361,Turkmenistan,SITE0124,B1 3500-2501 BCE,STUDY001,F,I,,,True,False,True,False,True,4998,87,True,False,38.3,56.2
CAU000362,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,M,T,J,J1a,True,True,True,False,True,4963,67,True,True,37.2,61.0
CAU000363,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,U,H,,,True,False,False,False,True,4943,50,True,False,37.2,61.0
CAU000364,Turkmenistan,SITE0124,B1 3500-2501 BCE,STUDY012,F,HV,,,True,False,True,False,True,4924,43,True,False,38.3,56.2
CAU000365,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,J,,,True,False,False,False,True,4862,27,False,False,37.2,61.0
CAU000366,Turkmenistan,SITE0121,B1 3500-2501 BCE,STUDY012,F,J,,,True,False,True,False,False,4850,58,True,False,37.2,61.0
CAU000367,Turkmenistan,SITE0124,B1 3500-2501 BCE,STUDY012,F,HV,,,True,False,True,False,False,4550,231,True,False,38.3,56.2
CAU000368,Turkmenistan,SITE0124,B2 2500-1801 BCE,STUDY012,M,,,,False,False,False,False,False,4450,115,False,False,38.3,56.2
CAU000369,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,T,J,Other,True,True,False,False,True,4254,75,True,True,38.2,62.0
CAU000370,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,HV,Basal/unresolved,Basal/unresolved,True,True,True,False,False,4225,14,True,True,38.2,62.0
CAU000371,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,M,,,True,False,True,False,True,4211,70,True,False,38.2,62.0
CAU000372,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,U,J,J2a,True,True,True,False,False,4200,29,True,True,38.2,62.0
CAU000373,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,HV,,,True,False,True,False,True,4188,43,True,False,38.2,62.0
CAU000374,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,W,,,True,False,True,False,True,4163,48,True,False,38.2,62.0
CAU000375,Turkmenistan,SITE0124,B2 2500-1801 BCE,STUDY012,F,,,,False,False,True,False,True,4148,75,False,False,38.3,56.2
CAU000376,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,J,,,True,False,True,False,True,4139,50,True,False,38.2,62.0
CAU000377,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,R,Other,Other,True,True,True,False,True,4113,58,True,True,38.2,62.0
CAU000378,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,U,Other,Other,True,True,False,False,True,4082,65,True,True,38.2,62.0
CAU000379,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,HV,,,True,False,True,False,True,4079,54,True,False,38.2,62.0
CAU000380,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,U,,,True,False,True,False,True,4068,62,True,False,38.2,62.0
CAU000381,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,U,J,J1a,True,True,True,False,True,4060,56,True,True,38.2,62.0
CAU000382,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,W,J,Other,True,True,True,False,True,4056,50,True,True,38.2,62.0
CAU000383,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,HV,Basal/unresolved,Basal/unresolved,True,True,True,False,True,4051,48,True,True,38.2,62.0
CAU000384,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,,,,False,False,True,False,False,4050,231,False,False,38.2,62.0
CAU000385,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,U,,,True,False,True,False,False,4050,231,True,False,38.2,62.0
CAU000386,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,HV,,,True,False,True,False,False,4050,231,True,False,38.2,62.0
CAU000387,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,U,HV,,,True,False,False,False,False,4050,231,True,False,38.2,62.0
CAU000388,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,H,,,True,False,True,False,True,4042,43,True,False,38.2,62.0
CAU000389,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,T,,,True,False,True,False,True,4038,42,True,False,38.2,62.0
CAU000390,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,N,,,True,False,True,False,True,4023,45,True,False,38.2,62.0
CAU000391,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,J,,,True,False,False,False,True,4023,45,True,False,38.2,62.0
CAU000392,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,R,R,R2,True,True,True,False,True,4015,51,True,True,38.2,62.0
CAU000393,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,W,,,True,False,True,False,True,4011,50,True,False,38.2,62.0
