project_record_id,country,site_key,analysis_bin,study_key,molecular_sex,mt_category,y_category,y_prefix_category,mt_called,y_called,strict_qc,population_outlier,direct_date,date_bp,date_sd_bp,kin_representative_mt,kin_representative_y,latitude_0_1deg,longitude_0_1deg
CAU000394,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,J,,,True,False,False,False,False,4000,260,True,False,38.2,62.0
CAU000395,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,R,,,True,False,False,False,False,4000,260,True,False,38.2,62.0
CAU000396,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,N,,,True,False,True,False,False,4000,260,True,False,38.2,62.0
CAU000397,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,W,,,True,False,True,False,False,4000,260,True,False,38.2,62.0
CAU000398,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,N,,,True,False,True,False,False,4000,260,True,False,38.2,62.0
CAU000399,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,,,,False,False,False,False,False,4000,260,False,False,38.2,62.0
CAU000400,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,U,,,True,False,False,False,False,4000,260,True,False,38.2,62.0
CAU000401,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,I,,,True,False,True,False,False,4000,260,True,False,38.2,62.0
CAU000402,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,R,,,True,False,True,False,False,4000,260,True,False,38.2,62.0
CAU000403,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,H,,,True,False,True,False,False,4000,260,True,False,38.2,62.0
CAU000404,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,W,,,True,False,True,False,True,3994,54,True,False,38.2,62.0
CAU000405,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,J,Basal/unresolved,Basal/unresolved,True,True,True,False,True,3975,53,True,True,38.2,62.0
CAU000406,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,W,,,True,False,True,False,True,3966,50,True,False,38.2,62.0
CAU000407,Turkmenistan,SITE0128,B2 2500-1801 BCE,STUDY008,F,HV,,,True,False,True,False,False,3950,173,True,False,37.2,60.0
CAU000408,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,H,,,True,False,True,False,True,3947,54,True,False,38.2,62.0
CAU000409,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,U,,,True,False,True,False,True,3916,56,True,False,38.2,62.0
CAU000410,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,HV,E,E1b,True,True,True,False,True,3881,37,True,True,38.2,62.0
CAU000411,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,W,,,True,False,False,False,False,3850,58,True,False,38.2,62.0
CAU000412,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,T,,,True,False,False,False,False,3850,87,False,False,38.2,62.0
CAU000413,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,HV,,,True,False,True,False,False,3850,58,True,False,38.2,62.0
CAU000414,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,HV,,,True,False,True,False,False,3850,58,True,False,38.2,62.0
CAU000415,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,M,T,Other,Other,True,True,True,False,True,3832,58,True,True,38.2,62.0
CAU000416,Turkmenistan,SITE0122,B2 2500-1801 BCE,STUDY012,F,T,,,True,False,False,False,False,3800,87,True,False,38.2,62.0
CAU000417,Turkmenistan,SITE0122,B3 1800-901 BCE,STUDY012,F,T,,,True,False,True,False,False,3750,58,True,False,38.2,62.0
CAU000418,Turkmenistan,SITE0124,B3 1800-901 BCE,STUDY012,F,HV,,,True,False,True,True,True,3400,26,True,False,38.3,56.2
CAU000419,Turkmenistan,SITE0124,B3 1800-901 BCE,STUDY012,F,H,,,True,False,True,False,False,3250,173,True,False,38.3,56.2
CAU000420,Turkmenistan,SITE0125,B3 1800-901 BCE,STUDY012,M,W,R,Other,True,True,True,False,False,3250,173,True,True,37.9,58.4
CAU000421,Turkmenistan,SITE0126,B4 900-201 BCE,STUDY005,M,T,R,R1a,True,True,True,False,True,2802,36,True,True,38.7,61.7
CAU000422,Uzbekistan,SITE0130,B1 3500-2501 BCE,STUDY001,M,W,J,J2a,True,True,True,False,True,5099,108,True,True,37.7,67.0
CAU000423,Uzbekistan,SITE0133,B2 2500-1801 BCE,STUDY012,M,U,R,R1a,True,True,False,False,False,3950,289,True,True,40.5,65.0
CAU000424,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY001,F,HV,,,True,False,True,False,True,3925,37,True,False,37.4,66.8
CAU000425,Uzbekistan,SITE0132,B2 2500-1801 BCE,STUDY012,F,H,,,True,False,True,False,False,3900,87,True,False,37.8,67.0
CAU000426,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY012,M,HV,J,J2a,True,True,True,False,True,3875,37,True,True,37.4,66.8
CAU000427,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY001,M,K,R,R2,True,True,True,False,True,3853,42,True,True,37.4,66.8
CAU000428,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY012,F,H,,,True,False,True,False,True,3853,42,True,False,37.4,66.8
CAU000429,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY012,F,U,,,True,False,True,False,True,3824,49,True,False,37.4,66.8
CAU000430,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY012,F,U,,,True,False,True,False,True,3790,49,True,False,37.4,66.8
CAU000431,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY001,M,J,J,J2a,True,True,True,False,True,3790,49,True,True,37.4,66.8
CAU000432,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY012,F,W,,,True,False,True,False,False,3775,130,True,False,37.4,66.8
CAU000433,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY001,M,W,Other,Other,True,True,True,False,True,3775,44,True,True,37.4,66.8
CAU000434,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY012,M,U,Q,Other,True,True,True,True,False,3775,130,True,True,37.4,66.8
CAU000435,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY012,F,I,,,True,False,True,False,True,3768,40,True,False,37.4,66.8
CAU000436,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY012,F,HV,,,True,False,True,False,True,3766,40,True,False,37.4,66.8
CAU000437,Uzbekistan,SITE0132,B2 2500-1801 BCE,STUDY012,F,,,,False,False,False,False,True,3756,47,False,False,37.8,67.0
CAU000438,Uzbekistan,SITE0135,B2 2500-1801 BCE,STUDY012,M,J,R,Other,True,True,True,False,True,3754,47,True,True,37.4,66.8
CAU000439,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,F,J,,,True,False,True,False,False,3750,87,True,False,37.7,67.0
CAU000440,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,M,K,L,Other,True,True,True,False,True,3745,52,True,True,37.7,67.0
CAU000441,Uzbekistan,SITE0135,B3 1800-901 BCE,STUDY012,M,U,L,Other,True,True,False,False,True,3685,60,True,True,37.4,66.8
CAU000442,Uzbekistan,SITE0132,B3 1800-901 BCE,STUDY012,F,H,,,True,False,True,False,True,3642,41,True,False,37.8,67.0
CAU000443,Uzbekistan,SITE0133,B3 1800-901 BCE,STUDY012,M,T,Q,Q1a,True,True,False,False,True,3614,37,True,True,40.5,65.0
CAU000444,Uzbekistan,SITE0132,B3 1800-901 BCE,STUDY012,F,HV,,,True,False,True,False,True,3609,38,True,False,37.8,67.0
CAU000445,Uzbekistan,SITE0132,B3 1800-901 BCE,STUDY012,F,T,,,True,False,True,False,True,3542,39,True,False,37.8,67.0
CAU000446,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,M,T,J,J2a,True,True,True,False,True,3526,34,True,True,37.7,67.0
CAU000447,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,M,HV,R,R2,True,True,True,False,True,3497,34,True,True,37.7,67.0
CAU000448,Uzbekistan,SITE0132,B3 1800-901 BCE,STUDY001,M,R,R,Other,True,True,True,False,True,3461,22,True,True,37.8,67.0
CAU000449,Uzbekistan,SITE0132,B3 1800-901 BCE,STUDY012,F,J,,,True,False,True,False,True,3458,35,True,False,37.8,67.0
CAU000450,Uzbekistan,SITE0132,B3 1800-901 BCE,STUDY012,F,U,,,True,False,True,False,True,3421,21,True,False,37.8,67.0
CAU000451,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,F,N,,,True,False,True,False,False,3400,87,True,False,37.7,67.0
CAU000452,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,F,U,,,True,False,True,False,False,3400,87,True,False,37.7,67.0
CAU000453,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,F,R,,,True,False,True,False,False,3400,87,True,False,37.7,67.0
CAU000454,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,M,H,Other,Other,True,True,True,False,False,3400,87,True,True,37.7,67.0
CAU000455,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,M,T,J,Other,True,True,True,False,False,3400,87,True,True,37.7,67.0
CAU000456,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,M,H,Basal/unresolved,Basal/unresolved,True,True,True,True,False,3400,87,True,True,37.7,67.0
CAU000457,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,M,R,J,J2a,True,True,False,False,False,3400,87,True,True,37.7,67.0
CAU000458,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,M,HV,J,J2a,True,True,True,False,False,3400,87,True,True,37.7,67.0
CAU000459,Uzbekistan,SITE0130,B3 1800-901 BCE,STUDY012,F,W,,,True,False,True,False,False,3400,87,True,False,37.7,67.0
CAU000460,Uzbekistan,SITE0133,B3 1800-901 BCE,STUDY012,M,U,R,R1a,True,True,True,False,True,3369,41,True,True,40.5,65.0
CAU000461,Uzbekistan,SITE0129,B3 1800-901 BCE,STUDY012,M,U,R,R1a,True,True,False,False,False,3050,58,True,True,40.4,71.9
CAU000462,Uzbekistan,SITE0129,B3 1800-901 BCE,STUDY012,M,N,R,R1a,True,True,True,False,False,3050,58,True,True,40.4,71.9
CAU000463,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,,R,R1a,False,True,False,False,False,2051,57,False,True,38.1,67.3
CAU000464,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,K,Basal/unresolved,Basal/unresolved,True,True,True,False,False,2000,58,True,True,38.1,67.3
CAU000465,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,Other,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000466,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,U,U,,,True,False,False,False,False,2000,58,True,False,38.1,67.3
CAU000467,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,U,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000468,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,H,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000469,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,Other,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000470,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,W,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000471,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,U,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000472,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,Other,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000473,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,H,R,R1a,True,True,True,False,False,2000,58,False,True,38.1,67.3
CAU000474,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,T,L,Other,True,True,True,False,False,2000,58,True,True,38.1,67.3
CAU000475,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,U,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000476,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,T,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000477,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,H,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000478,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,D,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000479,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,U,N,N,True,True,True,False,False,2000,58,True,True,38.1,67.3
CAU000480,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,U,,,True,False,True,False,False,2000,58,True,False,38.1,67.3
CAU000481,Uzbekistan,SITE0131,B5 200 BCE-300 CE,STUDY010,F,J,,,True,False,True,False,False,2000,58,True,False,38.4,68.1
CAU000482,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,H,J,Other,True,True,True,False,True,1934,35,True,True,38.1,67.3
CAU000483,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,D,Basal/unresolved,Basal/unresolved,True,True,True,False,False,1925,43,False,False,38.1,67.3
CAU000484,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,F,H,,,True,False,True,False,False,1925,43,True,False,38.1,67.3
CAU000485,Uzbekistan,SITE0134,B5 200 BCE-300 CE,STUDY010,M,K,C,Other,True,True,True,False,False,1800,58,True,True,38.1,67.3
CAU000486,Uzbekistan,SITE0132,B5 200 BCE-300 CE,STUDY012,F,U,,,True,False,True,False,False,1750,288,True,False,37.8,67.0
CAU000487,Uzbekistan,SITE0132,B5 200 BCE-300 CE,STUDY012,F,I,,,True,False,True,False,False,1750,288,True,False,37.8,67.0
CAU000488,Uzbekistan,SITE0136,B6 301-650 CE,STUDY010,M,M,Other,Other,True,True,True,False,False,1425,72,False,True,38.3,68.1
CAU000489,Uzbekistan,SITE0136,B6 301-650 CE,STUDY010,F,M,,,True,False,True,False,False,1425,101,True,False,38.3,68.1
